catalognumber,collectorfamilyname,collectorinitials,associatedcollectors,year,month,day,verbatimeventdate,scientificname,scientificnameauthorship,identificationqualifier,family,identifiedby,dateidentified,country,stateprovince,county,locality,latdeg,lngdeg,elevationnumber,elevationunits,verbatimelevation,verbatimcoordinates,georeferencedby,georeferencesources,host,occurrenceremarks,lifestage,sex,individualcount,samplingprotocol,preparations,typestatus,ownerinstitutioncode,basisofrecord,language
UMSP000334350,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334351,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334352,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334353,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334354,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334355,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334356,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334357,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334358,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334359,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334360,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334361,,,,,,,,,,,buprestidae,,,,,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334362,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,Florida,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334363,Lugger,O.,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1928,USA,Florida,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334364,Hoffman,W.E.,,1922,6,14,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1928,USA,Minnesota,,Lakeland,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334365,Hoffman,W.E.,,1922,6,14,"June 14, 1922",Agrilus egenus,Gory,,buprestidae,J.N. Knull,1928,USA,Minnesota,,Lakeland,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334366,Hoffman,W.E.,,1922,6,14,"June 14, 1922",Agrilus egenus,Gory,,buprestidae,J.N. Knull,1928,USA,Minnesota,,Lakeland,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334367,Hoffman,W.E.,,1922,6,14,"June 14, 1922",Agrilus egenus,Gory,,buprestidae,J.N. Knull,1928,USA,Minnesota,,Lakeland,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334368,Knight,H.H.,,1922,7,18,VII-18 1922,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1928,USA,Minnesota,Ramsey,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334369,Hoffman,W.E.,,1922,6,14,"June 14, 1922",Agrilus egenus,Gory,,buprestidae,J.N. Knull,1928,USA,Minnesota,,Lakeland,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334370,Hoffman,W.E.,,1922,6,14,"June 14, 1922",Agrilus egenus,Gory,,buprestidae,J.N. Knull,1928,USA,Minnesota,,Lakeland,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334371,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,Florida,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334372,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,D.C.,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334373,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,D.C.,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334374,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,Florida,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334375,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,D.C.,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334376,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,D.C.,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334377,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,Florida,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334378,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,Louisiana,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334379,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,,,Nob.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334380,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,D.C.,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334381,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,Virginia,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334382,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,Florida,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334383,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,,,Mol./Md (?),,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334384,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,Florida,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334385,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,D.C.,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334386,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,,,Mol./Md. (?),,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334387,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,Florida,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334388,,,,1891,5,28,May 28/91,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,Kentucky,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334389,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,D.C.,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334390,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,Florida,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334391,,,,1911,7,8,7/8/11,Agrilus egenus,Gory,,buprestidae,,,USA,Minnesota,Washington,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334392,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,Kentucky,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334393,Waters,H.A.,,1934,6,8,6-8 1934,Agrilus egenus,Gory,,buprestidae,,,USA,Ohio,,Minerva,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334394,Sleever,W.A.,,1936,6,16,6-16 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334395,Sleever,W.A.,,1936,6,16,6-16 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334396,Sleever,W.A.,,1936,6,16,6-16 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334397,Sleever,W.A.,,1936,6,16,6-16 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334398,Sleever,W.A.,,1936,6,16,6-16 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334399,Hoffmann,C.H.,,1935,6,3,June 3 1935,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,Liberty Corner,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334400,Hoffmann,C.H.,,1935,6,11,June 11 1935,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,Liberty Corner,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334401,Hoffmann,C.H.,,1935,6,11,June 11 1935,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,Liberty Corner,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334402,Parker,D.L.,,1935,6,12,"June 12, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,Florham Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334403,Parker,D.L.,,1935,6,12,"June 12, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,Florham Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334404,Sleever,W.A.,,1936,6,12,6-12 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334405,Sleever,W.A.,,1936,6,12,6-12 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334406,Sleever,W.A.,,1936,6,12,6-12 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334407,Sleever,W.A.,,1936,6,12,6-12 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334408,Sleever,W.A.,,1936,6,12,6-12 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334409,Sleever,W.A.,,1936,6,12,June 12 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334410,Sleever,W.A.,,1936,6,12,June 12 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334411,Sleever,W.A.,,1936,6,12,June 12 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334412,Sleever,W.A.,,1936,6,12,6-12 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334413,Hoffmann,C.H.,,1935,5,27,"May 27, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New York,,Staten Island,,,,,,,,,,reared from elm,adult,,,,pinned,,UMSP,,english
UMSP000334414,Hoffmann,C.H.,,1935,5,27,"May 27, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New York,,Staten Island,,,,,,,,,,reared from elm,adult,,,,pinned,,UMSP,,english
UMSP000334415,Hoffmann,C.H.,,1935,5,27,"May 27, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New York,,Staten Island,,,,,,,,,,reared from elm,adult,,,,pinned,,UMSP,,english
UMSP000334416,Hoffmann,C.H.,,1935,5,27,"May 27, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New York,,Staten Island,,,,,,,,,,reared from elm,adult,,,,pinned,,UMSP,,english
UMSP000334417,Hoffmann,C.H.,,1935,5,27,"May 27, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New York,,Staten Island,,,,,,,,,,reared from elm,adult,,,,pinned,,UMSP,,english
UMSP000334418,Hoffmann,C.H.,,1935,5,27,"May 27, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New York,,Staten Island,,,,,,,,,,reared from elm,adult,,,,pinned,,UMSP,,english
UMSP000334419,Hoffmann,C.H.,,1935,5,28,"May 28, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,Liberty Corner,,,,,,,,,,reared from Elm,adult,,,,pinned,,UMSP,,english
UMSP000334420,Hoffmann,C.H.,,1935,5,28,"May 28, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,Liberty Corner,,,,,,,,,,reared from Elm,adult,,,,pinned,,UMSP,,english
UMSP000334421,Hoffmann,C.H.,,1935,5,28,"May 28, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,Liberty Corner,,,,,,,,,,reared from Elm,adult,,,,pinned,,UMSP,,english
UMSP000334422,Hoffmann,C.H.,,1935,5,28,"May 28, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,Liberty Corner,,,,,,,,,,reared from Elm,adult,,,,pinned,,UMSP,,english
UMSP000334423,Hoffmann,C.H.,,1935,6,8,June 8 1935,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,Liberty Corner,,,,,,,,,,from Elm,adult,,,,pinned,,UMSP,,english
UMSP000334424,Hoffmann,C.H.,,1935,6,3,June 3 1935,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,Liberty Corner,,,,,,,,,,from Elm,adult,,,,pinned,,UMSP,,english
UMSP000334425,Hoffmann,C.H.,,1935,6,3,June 3 1935,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,Liberty Corner,,,,,,,,,,from Elm,adult,,,,pinned,,UMSP,,english
UMSP000334426,Hoffmann,C.H.,,1935,5,27,"May 27, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New York,,Staten Island,,,,,,,,,,reared from elm,adult,,,,pinned,,UMSP,,english
UMSP000334427,Hoffmann,C.H.,,1935,5,27,"May 27, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New York,,Staten Island,,,,,,,,,,reared from elm,adult,,,,pinned,,UMSP,,english
UMSP000334428,Hoffmann,C.H.,,1935,5,27,"May 27, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New York,,Staten Island,,,,,,,,,,reared from elm,adult,,,,pinned,,UMSP,,english
UMSP000334429,Hoffmann,C.H.,,1935,5,27,"May 27, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New York,,Staten Island,,,,,,,,,,reared from elm,adult,,,,pinned,,UMSP,,english
UMSP000334430,Hoffmann,C.H.,,1935,5,27,"May 27, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New York,,Staten Island,,,,,,,,,,reared from elm,adult,,,,pinned,,UMSP,,english
UMSP000334431,Hoffmann,C.H.,,1935,5,27,"May 27, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New York,,Staten Island,,,,,,,,,,reared from elm,adult,,,,pinned,,UMSP,,english
UMSP000334432,Hoffmann,C.H.,,1935,5,27,"May 27, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New York,,Staten Island,,,,,,,,,,reared from elm,adult,,,,pinned,,UMSP,,english
UMSP000334433,Hoffmann,C.H.,,1935,5,27,"May 27, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New York,,Staten Island,,,,,,,,,,reared from elm,adult,,,,pinned,,UMSP,,english
UMSP000334434,Hoffmann,C.H.,,1935,5,27,"May 27, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New York,,Staten Island,,,,,,,,,,reared from elm,adult,,,,pinned,,UMSP,,english
UMSP000334435,Hoffmann,C.H.,,1935,5,27,"May 27, 1935",Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New York,,Staten Island,,,,,,,,,,reared from elm,adult,,,,pinned,,UMSP,,english
UMSP000334436,,,,1912,5,14,5-14-12,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Minnesota,,St. Anthony Park,,,,,,,,,,BreedingCage No. 1040D,adult,,,,pinned,,UMSP,,english
UMSP000334437,,,,1912,5,14,5-14-12,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Minnesota,,St. Anthony Park,,,,,,,,,,BreedingCage No. 1040D,adult,,,,pinned,,UMSP,,english
UMSP000334438,,,,1912,5,5,5-5-12,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Minnesota,,St. Anthony Park,,,,,,,,,,BreedingCage No. 1040D,adult,,,,pinned,,UMSP,,english
UMSP000334439,,,,1912,5,14,5-14-12,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Minnesota,,St. Anthony Park,,,,,,,,,,BreedingCage No. 1040D,adult,,,,pinned,,UMSP,,english
UMSP000334440,,,,1912,5,14,5-14-12,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Minnesota,,St. Anthony Park,,,,,,,,,,BreedingCage No. 1040D,adult,,,,pinned,,UMSP,,english
UMSP000334441,Denning,D.G.,,1933,6,24,June 24 1933,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1942,USA,Minnesota,Marshall,Oslo,,,,,,,,,,on Amer. elm,adult,,,,pinned,,UMSP,,english
UMSP000334442,Douglas,W.R.,,1936,6,12,June 12 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1943,USA,New Jersey,,Basking Ridge,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334443,Sleever,W.A.,,1936,6,19,6-19 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1943,USA,New Jersey,,West Caldwell,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334444,Harmon,G.,,1936,6,13,6-13 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1943,USA,New Jersey,,Westfield,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334445,Sleever,W.A.,,1936,6,19,6-19 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1943,USA,New Jersey,,West Caldwell,,,,,,,,,,On Elm,adult,,,,pinned,,UMSP,,english
UMSP000334446,Denning,D.G.,,1937,6,24,June 24 1937,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1943,USA,Minnesota,Marshall,Oslo,,,,,,,,,,on Amer. elm,adult,,,,pinned,,UMSP,,english
UMSP000334447,,,,1989,6,16,16 Jun 1989,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area LRE,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334448,,,,1989,6,15,15 Jun 1989,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area SWF,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334449,,,,1989,8,18,18 Aug 1980,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area TMW,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334450,,,,1988,6,13,13 Jun 1988,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area TM6,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334451,,,,1993,7,31,31 July 1993,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek Natural History Area MEM,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334452,,,,1993,7,14,14 July 1993,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek Natural History Area SWE,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334453,,,,1990,6,29,29 Jun 1990,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area TMG,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334454,,,,1985,5,30,30 May 1985,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334455,,,,1988,7,11,11 Jul 1988,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area TMG,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334456,,,,1993,8,13,13 Aug 1993,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek Natural History Area D,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334457,,,,1993,6,15,15 Jun 1993,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek Natural History Area CSW,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334458,,,,1990,7,13,13 July 1990,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area BP,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334459,,,,1993,6,24,24 June 1993,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334460,,,,1989,6,16,16 Jun 1989,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area TMG,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334461,,,,1987,7,13,13 July 1987,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area TM6,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334462,,,,1990,6,15,15 June 1990,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area TMG,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334463,,,,1987,5,15,15 May 1987,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek Natural History Area CBC,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334464,,,,1989,7,30,30 July 1989,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area SFC,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334465,,,,1991,5,29,29 May 1991,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334466,,,,1992,6,30,30 June 1992,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWE,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334467,,,,1992,6,15,15 June 1992,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWE,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334468,,,,1992,6,14,14 July 1992,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWE,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334469,,,,1992,5,30,30 May 1992,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWE,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334470,,,,1992,6,15,15 June 1992,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWE,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334471,,,,1997,8,13,13 Aug 97...,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka/Isanti,Cedar Creek NHA A,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334472,,,,1992,6,15,15 June 1992,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWW,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334473,,RC,,2004,7,17,17 July04,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka/Isanti,Cedar Creek NHA OFswps,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334474,,RCB,,2004,8,20,20Aug04,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334475,,,,2004,8,20,20Aug04,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334476,,,,1997,6,15,15 June 97 ..,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka/Isanti,Cedar Creek NHA,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334477,,,,1999,6,14,14Jun99,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka/Isanti,Cedar Creek NHA OF POT,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
