catalognumber,collectorfamilyname,collectorinitials,associatedcollectors,year,month,day,verbatimeventdate,scientificname,scientificnameauthorship,identificationqualifier,family,identifiedby,dateidentified,country,stateprovince,county,locality,latdeg,lngdeg,elevationnumber,host,occurrenceremarks,samplingprotocol,,,,,,,,
UMSP000342756,McConnell,E.,,1952,7,14,"July 14, 1952",Buprestis maculativentris,Say,,buprestidae,W.F. Barr,,USA,Minnesota,Lake ,Basswood Lake,,,,,,,,,,,,,,
UMSP000357749,Hallinen,M.,,2017,7,15,"July 15, 2017",Buprestis maculativentris,Say,,buprestidae,Marie Hallinen,10 X 2017,USA,Minnesota,Chisago,Banta Park,45.30746,-92.992807,,,C. fumipennis nesting site,,,,,,,,,
UMSP000359318,Lugger,O.,,,,,,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1938,USA,Maryland,,,,,,,,,,,,,,,,
UMSP000357753,Haynes,A. ,,2017,7,15,"July 15, 2017",Buprestis maculativentris,Say,,buprestidae,Marie Hallinen,10 X 2017,USA,Minnesota,Chisago,Swenson Park,,,,,C. fumipennis nesting site,,,,,,,,,
UMSP000342689,Hodson,A.C.,,1936,7,15,"July 15, 1936",Buprestis maculativentris,Say,,buprestidae,Knull,1943,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000342704,Hodson,A.C.,,1935,7,15,"July 15-30, 1935",Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000359322,Brown,J.,,1924,6,30,June 30 1924,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1928,USA,Wisconsin,Sawyer,Sandy Lake,,,,,,,,,,,,,,
UMSP000359323,Ainslie,C.N.,,1937,7,13,July 13 1937,Chrysobothris femorata,Olivier,,buprestidae,S.G. Wellso,,USA,Iowa,Woodbury,Sioux City,,,,,,,,,,,,,,
UMSP000342757,Ebel,B.,,1952,7,15,"July 15, 1952",Buprestis maculativentris,Say,,buprestidae,W.F. Barr,,USA,Minnesota,Lake,Basswood Lake,,,,,,,,,,,,,,
UMSP000342758,Ebel,B.,,1952,7,15,"July 15, 1952",Buprestis maculativentris,Say,,buprestidae,W.F. Barr,,USA,Minnesota,Lake,Basswood Lake,,,,,,,,,,,,,,
UMSP000359326,Ainslie,C.N.,,1937,7,13,July 13 1937,Chrysobothris femorata,Olivier,,buprestidae,,,USA,Iowa,Woodbury,Sioux City,,,,,,,,,,,,,,
UMSP000342796,,,,1915,7,15,"July 15, 1915",Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1922,USA,Minnesota,Rock,Ely,,,,,,,,,,,,,,
UMSP000342809,,,,1914,7,16,"July 16, 1914",Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1922,USA,Minnesota,Itasca,,,,,,,,,,,,,,,
UMSP000342759,Namba,R.,,1952,7,17,"July 17, 1952",Buprestis maculativentris,Say,,buprestidae,W.F. Barr,,USA,Minnesota,Lake,Basswood Lake,,,,,,,,,,,,,,
UMSP000342786,,,,1925,7,17,"July 17, 1925",Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1928,USA,Minnesota,Sherburne,Clear River,,,,,,,,,,,,,,
UMSP000363829,Hallinen,M.,E. Lee,2017,7,17,July 17 2017,Buprestis maculativentris,Say,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Washington,Marine Elementary Ballfield,45.2027,-92.7727,,,C. fumipennis nesting site,,,,,,,,,
UMSP000359332,Ainslie,C.N.,,1937,7,13,July 13 1937,Chrysobothris femorata,Olivier,,buprestidae,,,USA,Iowa,Woodbury,Sioux City,,,,,,,,,,,,,,
UMSP000357756,Hallinen,M.,E. Lee,2017,7,17,"July 17, 2017",Buprestis maculativentris,Say,,buprestidae,Marie Hallinen,10 X 2017,USA,Minnesota,Washington,Marine Elementary Ballpark,45.2027,-92.7727,,,C. fumipennis nesting site,,,,,,,,,
UMSP000357744,Kuehn,B.,,2015,7,17,"VII 17, 2015",Buprestis maculativentris,Say,,buprestidae,W.P. Steffens,2015,USA,Minnesota,Washington,"Northdale Parkl, Oakdale",45.024136,-92.972632,,,,,,,,,,,,
UMSP000359335,Denning,D.G.,,1942,5,29,May 29 1942,Chrysobothris femorata,Olivier,,buprestidae,,,USA,Kentucky,Nelson,Bardstown,,,,,,,,,,,,,,
UMSP000359336,Ainslie,C.N.,,1937,7,12,July 12 1937,Chrysobothris femorata,Olivier,,buprestidae,,,USA,Iowa,Woodbury,Sioux City,,,,,,,,,,,,,,
UMSP000359337,Ainslie,C.N.,,1937,7,13,July 13 1937,Chrysobothris femorata,Olivier,,buprestidae,,,USA,Iowa,Woodbury,Sioux City,,,,,,,,,,,,,,
UMSP000359338,Ainslie,C.N.,,1937,7,18,July 18 1937,Chrysobothris femorata,Olivier,,buprestidae,,,USA,Iowa,Woodbury,Sioux City,,,,,,,,,,,,,,
UMSP000359339,Ainslie,C.N.,,1937,7,20,July 20 1937,Chrysobothris femorata,Olivier,,buprestidae,,,USA,Iowa,Woodbury,Sioux City,,,,,,,,,,,,,,
UMSP000359340,Ainslie,C.N.,,1937,7,27,July 27 1937,Chrysobothris femorata,Olivier,,buprestidae,,,USA,Iowa,Woodbury,Sioux City,,,,,,,,,,,,,,
UMSP000342703,Riley,W.R.,,1934,7,18,7-18-34,Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000342746,Daggy,R.H.,,1936,7,19,"July 19, 1936",Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,,,,
UMSP000357748,Hallinen,M.,,2017,7,20,"July 20, 2017",Buprestis maculativentris,Say,,buprestidae,Marie Hallinen,10 X 2017,USA,Minnesota,Chisago,Taylor Falls Elementary,45.406507,-92.65621,,,C. fumipennis nesting site,,,,,,,,,
UMSP000359344,Ainslie,C.N.,,1932,6,13,June 13 1932,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1938,USA,Iowa,Woodbury,Sioux City,,,,,,,,,,,,,,
UMSP000359345,Standish,,Kaiser,1937,6,19,June 19 1937,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma ,Delaware,Flint,,,,,,,,,,,,,,
UMSP000359346,Standish,,Kaiser,1937,7,14,July 14 1937,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma ,Murray,Sulphur,,,,,,,,,,,,,,
UMSP000359347,Maxwell,M.,,1936,5,6,May 6 1936,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma ,Payne,Stillwater,,,,,,,,,,,,,,
UMSP000359348,Standish,,Kaiser,1937,6,25,June 25 1937,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma ,Le Flore,Muse,,,,,,,,,,,,,,
UMSP000359349,Maxwell,M.,,1936,5,16,V 16 1936,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma ,Payne,Stillwater,,,,,,,,,,,,,,
UMSP000359350,Davis,W.D.,,1931,6,13,June 13 1931,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma ,Ottawa,Wyandotte,,,,,,,,,,,,,,
UMSP000359351,Davis,W.D.,,1931,8,28,Aug 28 1931,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma ,McCurtain,Broken Bow,,,,,,,,,,,,,,
UMSP000359352,Costner,M.L.,,1931,6,25,June 25 1931,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma ,Craig,Centralia,,,,,,,,,,,,,,
UMSP000359353,Standish,,Kaiser,1937,6,5,June 5 1937,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma ,Major,Cleo Springs,,,,,,,,,,,,,,
UMSP000359354,Sooter,C.A.,,1934,5,23,May 23 1934,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma ,Payne,,,,,,,,,,,,,,,
UMSP000342785,Graham,S.A.,,1920,7,20,"July 20, 1920",Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1922,USA,Minnesota,Clearwater,Lake Itasca,,,,,,,,,,,,,,
UMSP000359356,Davis,W.D.,,1931,6,13,June 13 1931,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma ,Ottawa,Wyandotte,,,,,,,,,,,,,,
UMSP000359357,Standish,,Kaiser,1937,6,17,June 17 1937,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma ,Delaware,Grove,,,,,,,,,,,,,,
UMSP000359358,Moore,Maurice,,1946,5,19,V 19 1946,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma ,Payne,Stillwater,,,,,,,,,,,,,,
UMSP000359359,Moore,Maurice,,1946,5,19,V 19 1946,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma ,Payne,Stillwater,,,,,,,,,,,,,,
UMSP000359360,Davis,W.H.,,1931,6,13,June 13 1931,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma ,Ottawa,Wyandotte,,,,,,,,,,,,,,
UMSP000359361,Standish,,Kaiser,1937,7,20,July 20 1937,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma ,Muskogee,Webbers Falls,,,,,,,,,,,,,,
UMSP000359362,Standish,J.,,1940,5,21,May 21 1940,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,Knull,1943,USA,Washington,,Looke,,,,,,,,,,,,,,
UMSP000359363,Anderson,R.,,1939,7,1-15,July 1-15 1939,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,Knull,1942,USA,California,Modoc,,,,,,,,,,,,,,,
UMSP000359364,Anderson,R.,,1939,7,8,July 8 1939,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,Knull,1943,USA,California,Modoc,,,,,,,,,,,,,,,
UMSP000359365,Jones,E.W.,,1927,,,1927,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,,USA,Oregon,Multnoma,Portland,,,,,,,,,,,,,,
UMSP000359366,Stehr,F.W.,,1960,5,28,May 28 1960,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,R.L. Wetcott,,USA,California,Shasta,Hat Creek,,,3200,,,,,,,,,,,
UMSP000359367,Standish,J.,,1940,5,21,May 21 1940,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,Knull,1943,USA,Washington,,Looke,,,,,,,,,,,,,,
UMSP000359368,Standish,J.,,1940,5,22,May 22 1940,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,Knull,1943,USA,Washington,,Chewelah,,,,,,,,,,,,,,
UMSP000359369,Standish,J.,,1940,5,22,May 22 1940,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,Knull,1943,USA,Washington,,Chewelah,,,,,,,,,,,,,,
UMSP000359370,Anderson,R.,,1939,7,1-15,July 1-15 1939,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,Knull,1943,USA,California,Modoc,,,,,,,,,,,,,,,
UMSP000359371,Anderson,R.,,1939,7,1-15,July 1-15 1939,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,Knull,1943,USA,California,Modoc,,,,,,,,,,,,,,,
UMSP000359372,Standish,J.,,1940,5,22,May 22 1940,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,Knull,1943,USA,Washington,,Chewelah,,,,,,,,,,,,,,
UMSP000359373,Jones,E.W.,,1927,,,1927,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,,USA,Oregon,Multnoma,Portland,,,,,,,,,,,,,,
UMSP000359374,Jones,E.W.,,1927,,,1927,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,,USA,Oregon,Multnoma,Portland,,,,,,,,,,,,,,
UMSP000359375,Anderson,R.,,1939,7,1-15,July 1-15 1939,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,Knull,1942,USA,California,Modoc,,,,,,,,,,,,,,,
UMSP000359376,,,,,,,,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,1922,,,,Va.,,,,,,,,,,,,,,
UMSP000359377,Jellison,W.L.,,1932,9,1,9-1-32,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,,USA,Montana,Ravalli,Hamilton,,,,,,,,,,,,,,
UMSP000359378,Berthel,R.M.,,,,,,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,Knull,1943,USA,Montana,Flathead,Kalispell,,,,,,,,,,,,,,
UMSP000359379,Standish,J.,,1940,6,2,June 2 1940,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,Knull,1943,USA,Idaho,,Newman Lake,,,,,,,,,,,,,,
UMSP000359380,Norton,J.,,,,,,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,1928,USA,California,Mondoe,,,,,,,,,,,,,,,
UMSP000359381,Standish,J.,,1940,7,1,July 1 1940,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,Knull,1943,USA,Idaho,Bonner,Sandpoint,,,,,,,,,,,,,,
UMSP000359382,Reed,L.B.,,1927,4,18,18 Apr 1927,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,1938,USA,,,Clemson College,,,,,,,,,,,,,,
UMSP000359383,Lugger ,O. ,,,,,,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,1922,,,,Cal.,,,,,,,,,,,,,,
UMSP000359384,Lugger ,O. ,,,,,,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,,,,,,Or.,,,,,,,,,,,,,,
UMSP000359385,Buckhorn,W.J.,,1932,11,,November 1932,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,,USA,Oregon,Crook,Prineville,,,,Pondersosa Pine,Ponderosa pine killed by D. brevicomis Lec.,,,,,,,,,
UMSP000359386,Buckhorn,W.J.,,1932,11,,November 1932,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,,USA,Oregon,Crook,Prineville,,,,Pondersosa Pine,Ponderosa pine killed by D. brevicomis Lec.,,,,,,,,,
UMSP000359387,Buckhorn,W.J.,,1932,11,,November 1932,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,,USA,Oregon,Crook,Prineville,,,,Pondersosa Pine,Ponderosa pine killed by D. brevicomis Lec.,,,,,,,,,
UMSP000359388,Jones,E.W.,,1927,,,1927,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,,USA,Oregon,Multnoma,Portland,,,,,,,,,,,,,,
UMSP000359389,Bow,G.,,1983,8,10,10-VIII-1983,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,,,USA,Idaho,Valley,Cascade,,,,,,,,,,,,,,
UMSP000359390,Lugger ,O. ,,,,,,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,,,,,,Or.,,,,,,,,,,,,,,
UMSP000359391,Lugger ,O. ,,,,,,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,1922,,,,Or.,,,,,,,,,,,,,,
UMSP000359392,Lugger ,O. ,,,,,,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,1922,,,,,,,,,,,,,,,,,,
UMSP000359393,Lugger ,O. ,,,,,,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,1922,,,,Or.,,,,,,,,,,,,,,
UMSP000359394,Lugger ,O. ,,,,,,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,1922,,,,Or.,,,,,,,,,,,,,,
UMSP000359395,Lugger ,O. ,,,,,,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,,,,,,Cal.,,,,,,,,,,,,,,
UMSP000359396,Lugger ,O. ,,,,,,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,,,,,,Cal.,,,,,,,,,,,,,,
UMSP000359397,Lugger ,O. ,,,,,,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,1922,,,,Cal.,,,,,,,,,,,,,,
UMSP000359398,Lugger ,O. ,,,,,,Chalcophora virginiensis ,Drury,Chalcophora angulicullis (Lec.),buprestidae,J.N. Knull,1922,,,,Or.,,,,,,,,,,,,,,
UMSP000359399,Standish,,Kaiser,1937,6,12,June 12 1937,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma,,Wichita Nat'l Forest,,,,,,,,,,,,,,
UMSP000359400,Standish,,Kaiser,1937,7,20,July 20 1937,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma,Sequoyah,Gore,,,,,,,,,,,,,,
UMSP000359401,Ivy,E.E.,,1933,7,19,July 19 1933,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma,Texas,Optima,,,,,,,,,,,,,,
UMSP000359402,Brown,W.J.,,1924,6,7,VI-7-1924,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma,Payne,,,,,,,,,,,,,,,
UMSP000359403,Costner,,Davis,1931,6,3,June 3 1931,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma,Ottawa,,,,,,,,,,,,,,,
UMSP000359404,Maxwell,A.J.,,1931,30,6,June 30 1931,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma,Craig,Blue Jacket,,,,,,,,,,,,,,
UMSP000359405,Standish,,Kaiser,1937,6,25,June 25 1937,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma,Le Flore,Muse,,,,,,,,,,,,,,
UMSP000359406,Standish,,Kaiser,1937,6,12,June 12 1937,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma,,Wichita Nat'l Forest,,,,,,,,,,,,,,
UMSP000359407,Standish,,Kaiser,1937,6,21,June 21 1937,Chrysobothris femorata,Olivier,,buprestidae,Knull,1937,USA,Oklahoma,Sequoyah,Sallisaw,,,,,,,,,,,,,,
UMSP000363349,Stevens,J.,,2017,7,20,VII 20 2017,Buprestis maculativentris,Say,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Crow Wing,"Nisswa Elementary School, Nisswa",46.51972,-94.28599,,,,adult,,,,,,,,
UMSP000342732,Lund,H.O.,,1934,7,21,"July 21, 1934",Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,Red Wing,Red Wing,,,,,,,,,,,,,,
,,,,2018,7,22,,Buprestis maculativentris,,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,,,,
UMSP000342738,Orr,L.W.,,1931,7,23,"July 23, 1931",Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000357745,Rian,A.,,2016,7,24,"VII 24, 2016",Buprestis maculativentris,Say,,buprestidae,W.P. Steffens,2017,USA,Minnesota,Aitkin,"Aitkin High School, Aitkin",46.531137,-93.722108,,,,,,,,,,,,
UMSP000342743,Orr,L.W.,,1928,7,24,"July 24, 1928",Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cook,,,,,,,,,,,,,,,
UMSP000357747,Hallinen,M.,E. Lee,2017,7,24,"July 24, 2017",Buprestis maculativentris,Say,,buprestidae,Marie Hallinen,10 X 2017,USA,Minnesota,Hennepin,Scenic Heights Elementary,44.901319,-93.496973,,,C. fumipennis nesting site,,,,,,,,,
UMSP000342683,Morrell,W.M.,,1937,7,26,"July 26, 1937",Buprestis maculativentris,Say,,buprestidae,Knull,1943,USA,Minnesota,St. Louis,,,,,,,,,,,,,,,
UMSP000357754,Hallinen,M.,,2017,7,27,"July 27, 2017",Buprestis maculativentris,Say,,buprestidae,Marie Hallinen,10 X 2017,USA,Minnesota,Washington,Marine Elementary Ballpark,45.2027,-92.7727,,,C. fumipennis nesting site,,,,,,,,,
UMSP000359417,Penner,L.R.,,1937,6,17,June 17 1937,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1938,USA,Missouri,Taney,Branson,,,,,,,,,,,,,,
UMSP000357755,Hallinen,M.,,2017,7,27,"July 27, 2017",Buprestis maculativentris,Say,,buprestidae,Marie Hallinen,10 X 2017,USA,Minnesota,Washington,Marine Elementary Ballpark,45.2027,-92.7727,,,C. fumipennis nesting site,,,,,,,,,
UMSP000342754,H.,B.,,2004,7,28,"July 28, 2004",Buprestis maculativentris,Say,,buprestidae,,,USA,Minnesota,Itasca,,,,,,Doug. fir bb survey,,,,,,,,,
UMSP000342677,Orr,L.W.,,1937,7,29,"July 29, 1937",Buprestis maculativentris,Say,,buprestidae,,,USA,Minnesota,Todd,Bend,,,,Norway pine,,,,,,,,,,
UMSP000342782,Granovsky,A.A.,,1934,7,30,"July 30, 1934",Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,Cass Lake,,,,,,,,,,,,,,
UMSP000359422,Cowles,F.W.,,1915,6,1,6-1-15,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1938,USA,Ohio,Franklin,Columbus,,,,,,,,,,,,,,
UMSP000357746,Hallinen,M.,,2017,7,30,"July 30, 2017",Buprestis maculativentris,Say,,buprestidae,Marie Hallinen,10 X 2017,USA,Minnesota,Chisago,Banta Park,45.30746,-92.992807,,,C. fumipennis nesting site,,,,,,,,,
UMSP000342694,Oestlund,O.W.,,1889,7,31,7/31 89,Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,,,,
UMSP000359425,Wiley ,G.O.,,1922,8,5,August 5 1922,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1938,USA,Texas,,Rock Island,,,,,,,,,,,,,,
UMSP000342670,Orr,L.W.,,1934,7,31,7/31/34,Buprestis maculativentris,Say,,buprestidae,,,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000359427,Drake,C.J.,,1915,6,5,6-5-15,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1938,USA,Ohio,Franklin,Columbus,,,,,,,,,,,,,,
UMSP000359428,Ainslie,C.N.,,,,,,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1938,,,,Wis.,,,,,,,,,,,,,,
UMSP000342734,Hodson,A.C.,,1935,7,15-30,"July 15, 1935- July 30, 1935",Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000342747,Hodson,A.C.,,1935,7,15-30,"July 15, 1935- July 30, 1935",Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000342726,Hodson,A.C.,,1935,7,15-30,"July 15, 1935- July 30, 1935",Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park ,,,,,,,,,,,,,,
UMSP000342750,Wood,E.,,1937,8,1,"Aug 1, 1937",Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,,,,
UMSP000342752,H.,B.,,2004,8,2,"Aug 2, 2004",Buprestis maculativentris,Say,,buprestidae,,,USA,Minnesota,Itasca,,,,,,Doug. fir bb survey,,,,,,,,,
UMSP000359434,Ainslie,C.N.,,,,,,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1938,USA,Missouri,,,,,,,,,,,,,,,,
UMSP000342701,Orr,L.W.,,1928,8,4,August 4 1928,Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000342753,E.,J.,,2004,8,4,"Aug 4, 2004",Buprestis maculativentris,Say,,buprestidae,,,USA,Minnesota,Clearwater,,,,,,bb survey,,,,,,,,,
UMSP000359437,Wiley,G.O.,,1922,6,22,June 22 1922,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1928,USA,Texas,Colorado,Rock Island,,,,,,,,,,,,,,
UMSP000359438,,,,,,,,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1922,,,,,,,,,,,,,,,,,,
UMSP000342742,Schroeder,P.S.,,1935,8,4,"Aug 4, 1935",Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cook,,,,,,,,,,,,,,,
UMSP000363376,Schultz,J.,,2017,8,5,VIII 5 2017,Buprestis maculativentris,Say,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Stearns,"John Clark Elementary, Rockville",45.470149,-94.343892,,,,adult,,,,,,,,
UMSP000359441,Pletsch,D.,,1932,7,6,July 6 1932,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1938,USA,Wisconsin,Pierce,Maiden Rock,,,,Elm,,,,,,,,,,
UMSP000359442,,,,,,,,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1922,,,,,,,,,,,,,,,,,,
UMSP000363377,Schultz,J.,,2017,8,5,VIII 5 2017,Buprestis maculativentris,Say,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Stearns,"John Clark Elementary, Rockville",45.470149,-94.343892,,,,adult,,,,,,,,
UMSP000357741,Kleinendorrt,S.,,2008,8,6,"Aug 6, 2008",Buprestis maculativentris,Say,,buprestidae,Luhman,2010,USA,Minnesota,Itasca,Balsom,,,,,inside log home,,,,,,,,,
UMSP000359445,Knutson,,,1937,6,30,June 30 1937,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1938,USA,Iowa,Henry,Mt. Pleasant,,,,,,,,,,,,,,
UMSP000342748,Orr,L.W.,,1934,8,7,"Aug. 7, 1934",Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,Cass Lake,,,,Larix americana,From dying tree,,,,,,,,,
UMSP000359447,Ainslie,C.N.,,,,,,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1938,,,,,,,,,,,,,,,,,,
UMSP000342721,Orr,L.W.,,1934,8,7,Aug 7 1934,Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass ,Cass Lake,,,,Larix americana,From dying tree,,,,,,,,,
UMSP000342699,Orr,L.W.,,1928,8,9,August 9 1928,Buprestis maculativentris,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000359450,,,,,,,,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1922,,,,,,,,,,,,,,,,,,
UMSP000359451,Lugger,O.,,,,,,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1922,USA,Texas,,,,,,,,,,,,,,,,
UMSP000359452,Lugger,O.,,,,,,Chrysobothris femorata,Olivier,,buprestidae,J.N. Knull,1922,USA,New Mexico,,,,,,,,,,,,,,,,
